주택유형,점유형태,주택나이,이사계획,공공임대주택입주의향,월평균가구소득,생활비,총자산,총부채,최종학력,주거지원1,주거지원2
4,2,3,2,2,380,230,32100,14000,4,6,7
4,2,6,1,2,500,160,37000,7000,4,3,2
4,2,1,2,1,330,160,21500,10000,4,3,5
5,1,4,2,2,370,300,25000,0,3,7,8
1,3,9,2,1,224,100,4200,0,3,1,2
2,3,7,3,1,400,300,2500,1000,2,5,6
1,2,8,1,2,243,100,2800,0,3,2,1
3,2,8,1,1,150,40,5000,1500,4,2,3
2,3,7,2,1,200,150,6500,6000,1,6,5
6,3,9,2,1,450,180,6000,0,3,1,2
5,1,7,2,2,340,200,22500,0,4,4,10
2,4,2,1,1,300,150,500,0,3,2,3
5,1,6,2,1,58,100,9000,0,1,5,6
4,3,5,2,1,100,100,2000,0,4,3,4
4,3,1,2,1,62,62,2600,0,2,2,1
2,3,8,2,2,75,75,80,0,1,3,4
4,1,5,2,2,78,78,19000,0,3,3,4
2,1,7,2,2,230,150,14700,0,2,3,4
4,1,6,2,2,119,80,14000,0,3,3,7
4,3,1,2,1,53,53,330,0,2,1,2
4,3,3,2,1,230,170,6000,0,3,6,1
4,1,6,2,2,460,350,14600,0,3,3,7
4,1,8,2,1,77,75,13500,0,2,3,4
4,3,3,2,1,240,200,6400,0,3,2,4
4,3,2,2,1,100,100,5300,0,2,1,2
4,1,5,2,1,100,100,17800,0,3,3,7
4,3,1,2,1,53,52,1900,1200,2,1,2
4,3,2,2,1,80,80,1100,0,2,1,2
4,1,5,2,2,95,100,18000,0,2,2,3
4,1,5,2,2,400,200,17450,7000,2,3,4
5,1,5,2,1,400,200,53000,0,3,3,4
4,3,3,2,1,160,100,5470,0,2,3,6
1,1,8,2,1,270,200,36800,0,3,3,4
2,3,8,2,1,140,145,500,0,3,2,3
4,1,5,2,2,107,95,13600,2500,2,3,7
4,1,5,2,2,500,200,19350,0,3,3,4
5,3,3,1,2,300,150,6500,0,4,3,2
4,7,1,2,2,158,120,1800,0,3,2,3
4,1,1,2,2,345,220,46700,0,5,3,2
4,1,1,2,2,450,250,40500,25000,3,3,7
5,1,7,2,1,100,100,7300,0,2,5,6
4,1,1,2,2,300,300,40000,24000,4,3,7
4,2,5,2,1,600,350,13200,0,4,3,4
5,1,7,2,1,127,150,8100,1000,2,3,6
2,3,3,2,1,250,250,400,0,3,2,1
6,3,5,2,2,110,110,520,0,3,3,4
4,3,4,2,1,550,300,8300,0,3,3,2
4,3,3,1,1,300,200,3500,0,3,2,3
4,1,1,2,2,200,200,40700,10000,3,3,7
4,1,6,2,1,200,270,11670,0,4,3,4
4,3,1,2,1,49,49,2800,0,2,2,1
4,3,3,2,1,200,170,4300,3000,4,4,2
4,1,3,2,1,125,100,22700,0,4,3,4
6,3,2,2,1,50,50,300,0,2,3,2
4,3,3,1,1,550,300,13800,7000,4,3,2
4,3,3,1,2,250,160,1600,3000,4,4,5
5,1,7,2,1,300,200,7000,1000,2,6,7
4,1,5,2,2,20,60,18000,1000,3,3,2
4,3,2,2,2,60,60,3700,0,2,1,6
5,3,3,2,1,200,100,600,0,3,6,7
4,1,5,2,2,270,200,14800,0,1,3,4
4,3,4,2,1,180,150,5600,0,2,2,3
2,3,9,2,1,25,50,1000,0,2,2,3
5,3,3,1,1,500,200,13900,0,4,3,6
2,2,1,2,1,200,200,6400,0,3,3,2
4,3,6,1,1,400,300,3600,2500,4,3,2
4,3,2,2,1,80,70,1700,0,2,1,2
2,3,3,2,2,20,250,1500,0,3,3,8
4,3,3,2,1,350,300,6800,3000,4,3,2
4,3,3,1,1,200,170,5600,1300,4,2,3
4,7,7,2,2,136,130,0,0,1,3,4
3,3,8,2,1,80,80,12000,1000,3,3,4
6,1,5,2,1,200,200,10500,0,3,3,4
6,2,2,2,1,96,96,1900,0,4,4,3
4,3,6,1,2,400,160,5000,0,4,2,3
4,3,1,2,2,60,60,2100,0,2,1,10
4,1,4,2,2,360,400,32100,12000,4,3,7
4,1,1,2,1,1000,500,47300,6000,4,3,7
4,1,3,2,2,450,300,31700,9000,4,3,2
4,3,3,3,1,250,200,4500,500,3,4,3
2,3,1,1,1,50,50,2000,0,5,3,2
2,3,2,2,1,180,180,1000,0,3,2,3
3,2,1,2,1,145,145,11200,0,3,3,4
5,1,5,2,1,350,200,11200,1500,4,3,4
4,1,5,2,2,120,150,18300,0,2,3,4
1,1,8,2,1,120,100,12450,0,1,3,4
4,1,5,2,1,300,200,21800,0,4,3,4
4,3,3,2,1,250,150,5800,0,4,4,6
4,3,1,2,2,90,90,7500,0,4,2,3
2,3,2,2,2,300,150,1800,0,4,2,3
4,2,8,1,1,200,200,11650,0,3,3,4
4,1,1,2,1,300,300,47900,25000,3,3,4
4,1,1,2,2,310,300,46860,15000,4,3,2
4,2,7,2,1,80,80,7000,0,3,3,4
4,3,1,2,1,200,200,3600,1000,4,2,3
3,1,5,2,2,100,100,61000,0,2,3,4
4,1,5,2,2,350,200,35360,0,3,3,4
4,1,3,2,2,530,500,25700,0,4,3,4
4,1,6,2,1,0,100,16800,0,4,3,7
4,2,4,2,1,300,250,30870,0,4,3,4
4,1,7,2,1,160,160,13000,0,3,3,4
4,1,7,2,2,30,30,13000,0,1,2,4
4,1,4,2,2,500,500,32100,10000,4,3,7
4,3,3,2,1,300,230,5800,500,3,2,6
4,7,4,2,2,200,200,780,0,4,3,8
4,3,8,1,1,300,250,4600,0,3,2,3
4,1,5,2,1,710,500,57850,7000,4,3,4
2,7,8,2,2,57,57,0,0,1,3,4
4,1,6,2,1,295,200,11100,0,1,3,4
4,7,6,2,1,50,50,0,0,1,2,3
4,1,5,2,1,500,350,19750,0,3,3,4
2,2,2,2,2,150,100,5500,5000,4,2,1
4,1,1,2,2,610,250,43600,6000,4,3,2
4,1,8,2,2,343,300,14700,0,1,3,4
4,7,6,2,1,50,50,0,0,1,3,4
4,1,8,2,1,180,180,13000,0,2,3,4
4,3,6,2,1,100,200,1860,0,4,3,4
4,1,1,2,2,384,350,41600,14000,4,2,3
4,2,7,2,1,36,36,6500,0,2,2,3
6,3,2,2,1,120,130,586,0,2,2,3
4,3,3,1,2,260,200,8800,1000,4,3,6
4,7,6,2,1,100,100,0,0,1,3,4
2,2,2,2,2,350,200,13900,10000,4,2,3
4,3,1,2,1,300,100,2900,0,4,2,1
2,3,2,2,2,250,150,1600,0,3,2,3
4,1,4,2,2,100,200,31600,0,3,3,4
4,1,7,2,1,360,250,17000,0,3,3,4
4,3,3,1,2,270,220,10300,0,3,2,5
2,3,2,2,2,350,200,1800,0,4,2,3
2,2,2,2,2,300,200,6000,1000,4,2,1
2,2,1,2,1,250,80,8700,0,4,2,3
4,3,1,1,1,270,100,5900,0,4,3,5
4,3,3,2,1,280,200,3250,0,3,2,3
6,3,2,1,1,9999999,150,10300,0,4,3,2
4,7,7,2,2,230,100,0,0,3,3,4
6,3,2,1,1,130,130,1180,0,1,3,7
6,3,2,1,2,200,100,6750,0,4,3,6
1,3,1,1,1,300,120,3400,0,3,3,2
2,2,1,2,1,220,220,5660,0,4,2,3
2,3,2,2,2,250,130,1500,0,4,2,3
3,1,1,2,2,200,200,116500,59000,3,3,10
4,2,3,2,2,250,150,15600,10000,4,2,3
4,3,1,2,1,100,100,1300,0,4,2,1
4,3,1,3,1,240,150,3200,0,4,2,1
4,3,1,2,1,350,250,2200,0,4,2,1
4,7,6,2,1,50,80,0,0,2,3,4
6,2,2,2,1,400,250,14900,0,4,3,7
2,2,3,2,1,200,200,9500,0,3,3,4
2,2,1,2,1,400,100,9700,0,4,2,3
2,2,1,2,2,300,100,5000,0,3,2,3
2,3,2,2,2,230,130,1900,0,4,1,2
2,3,1,2,1,260,200,1500,0,4,2,3
4,1,1,2,2,400,400,43700,0,4,3,2
4,2,3,2,2,150,150,10700,6000,4,3,2
4,2,3,1,2,580,200,11300,7000,4,3,7
4,1,5,2,1,60,90,19400,0,1,3,4
4,1,6,2,2,80,80,10400,0,2,3,4
5,1,5,2,2,148,150,9600,2000,3,3,4
4,3,8,2,1,108,90,3000,0,2,3,4
5,1,7,2,1,88,88,10000,0,2,6,7
4,1,4,2,2,400,250,133300,0,3,3,4
2,1,5,2,1,350,320,145200,0,3,3,4
4,1,3,2,1,330,200,28100,0,1,3,4
4,1,5,2,2,324,200,17210,0,2,3,4
4,1,5,2,1,250,200,19000,0,3,3,8
2,3,2,2,1,130,130,300,0,1,2,3
4,2,6,1,1,400,300,30750,0,3,3,4
4,1,7,2,2,420,200,16800,0,3,3,4
6,1,5,2,2,150,150,10500,0,2,3,4
4,1,1,2,1,600,200,49400,15000,3,3,4
4,1,5,2,1,100,200,19250,0,3,3,7
4,1,5,2,2,180,350,17110,0,1,3,7
6,1,5,2,1,200,200,8700,0,3,3,4
4,1,4,2,2,1000,400,39700,3000,4,3,7
4,1,4,2,2,500,300,42400,0,4,3,4
4,1,6,2,1,268,180,23700,0,3,3,4
4,1,3,2,2,250,200,16700,0,3,3,4
4,3,2,2,1,230,200,4500,0,2,1,8
4,1,1,2,2,500,400,60500,0,5,4,3
4,1,1,2,1,200,200,49300,0,1,3,4
4,1,5,2,1,150,150,47700,11500,4,3,7
2,4,3,2,2,250,200,900,0,3,1,2
4,1,5,2,2,250,150,13100,0,2,3,7
4,1,3,2,2,900,300,23500,10000,4,3,4
4,1,1,2,1,250,240,46000,15000,4,3,4
4,1,7,2,1,500,300,14500,2500,4,3,7
4,1,4,2,2,400,300,41950,0,4,3,4
4,1,2,2,2,450,350,17500,5000,3,3,2
4,1,5,2,1,400,300,22300,0,3,3,4
5,1,5,2,2,600,300,15590,6000,2,3,4
4,3,4,2,1,300,300,6700,0,3,2,3
4,1,4,2,2,500,500,40450,0,4,3,7
4,1,8,2,2,900,400,30200,0,3,3,4
4,1,5,2,2,800,500,19150,4500,4,3,7
4,3,4,2,1,280,300,2000,0,3,1,2
4,1,3,2,1,500,300,25900,0,3,3,4
4,1,3,2,2,450,300,28100,0,4,3,7
4,3,3,2,1,350,300,4800,1500,3,6,7
4,1,4,2,2,350,250,133500,38000,4,3,4
4,3,3,2,1,385,300,3500,0,3,2,3
4,1,4,2,1,600,400,36300,0,4,3,4
6,1,5,2,2,200,200,13400,0,4,3,4
6,1,5,2,2,500,350,10700,1700,3,3,4
5,1,5,2,1,400,300,16800,0,4,3,4
4,3,4,2,1,434,300,7600,0,4,3,2
4,3,3,3,1,300,250,8800,3000,4,3,5
5,1,5,1,2,300,200,11200,5000,4,3,4
4,1,4,2,2,600,400,38870,4000,4,3,6
4,3,3,2,2,400,300,9600,0,3,2,3
4,7,6,2,1,450,300,33000,0,4,3,4
4,3,3,2,1,280,250,5470,700,3,2,5
4,1,4,2,2,500,500,39100,3000,4,3,8
4,1,4,2,2,500,500,133800,40000,4,3,4
4,3,3,2,1,300,250,3600,10000,4,3,5
4,1,5,2,1,450,300,14200,2500,4,3,7
4,1,3,2,1,400,400,22700,5000,3,3,4
4,3,6,1,2,300,200,3050,0,4,3,4
4,1,3,2,1,350,350,21500,8000,3,2,3
4,3,4,2,1,393,250,7200,0,4,3,2
4,1,4,1,2,800,600,43300,14000,4,3,7
4,2,5,1,2,500,300,15370,0,3,3,8
4,3,4,2,1,450,350,5400,0,3,3,2
5,1,6,2,1,440,400,8700,0,3,5,6
4,3,4,2,1,450,250,6800,0,3,2,3
4,3,3,1,1,300,270,3600,0,3,7,6
2,2,3,2,2,394,300,14700,0,3,3,2
4,1,1,2,2,350,350,46300,22000,4,3,8
4,1,4,2,1,900,500,39400,4000,4,3,4
4,3,6,1,1,300,250,1500,0,4,2,3
4,1,1,2,2,520,500,38500,14000,5,3,6
4,1,5,1,1,420,200,23050,0,5,3,4
4,1,8,2,1,300,380,13000,4000,4,2,3
4,2,4,2,1,500,500,28500,0,5,2,3
4,1,3,2,1,0,150,23500,3000,4,3,4
4,3,5,2,1,500,250,8700,0,3,3,7
4,3,3,1,2,410,280,8300,0,5,3,2
4,1,1,2,2,410,400,46400,9000,3,2,3
4,1,5,1,2,300,250,16400,0,3,3,4
4,2,7,2,1,280,250,10800,0,2,3,4
5,3,5,1,1,270,250,4200,0,4,3,4
4,1,1,2,2,387,350,47950,25000,4,3,2
4,1,3,1,1,280,200,14500,7000,4,3,7
4,2,3,2,2,294,250,20100,8000,4,2,3
4,1,8,2,1,560,200,15000,0,4,3,4
4,1,1,2,2,300,300,41500,10000,4,3,7
4,1,1,2,2,387,300,41200,14000,4,3,8
4,1,3,2,2,200,200,17500,0,4,3,7
4,7,8,2,1,400,300,11600,0,4,3,2
2,3,2,2,2,94,150,2300,1500,3,2,1
4,1,1,2,2,400,400,48800,12000,3,3,8
4,2,1,2,2,200,200,19200,6000,4,2,3
4,3,3,2,1,250,170,3800,0,2,6,7
4,2,6,2,1,220,170,10800,0,4,4,3
4,1,1,2,2,710,500,48300,10000,4,3,7
2,2,2,2,2,340,250,11500,5000,4,3,2
4,1,5,2,1,210,200,21700,0,3,3,4
4,2,1,2,1,530,400,14000,0,4,5,3
4,3,4,2,1,340,250,5000,0,4,3,2
4,3,3,1,2,190,170,7800,0,4,3,6
4,2,6,1,1,650,400,15200,0,4,3,4
4,2,3,2,1,250,90,10790,8400,4,3,2
4,2,1,2,1,500,300,16800,0,4,2,3
3,1,9,2,2,95,60,51500,0,2,3,4
4,1,7,2,2,78,100,16300,0,1,3,2
2,3,5,2,1,92,55,2000,0,2,2,1
4,3,7,2,1,80,70,1700,0,2,5,7
4,3,6,3,1,130,100,2500,0,2,1,8
2,2,7,2,2,57,50,4600,0,1,1,2
4,1,2,2,1,160,120,44000,0,2,4,7
4,3,7,2,1,50,50,470,0,1,1,2
4,1,6,2,2,300,180,31500,0,4,3,8
4,3,3,2,1,70,60,5200,2000,1,2,6
2,2,6,2,2,220,200,86300,25000,1,2,3
4,1,3,2,2,240,150,43020,0,2,8,3
4,3,3,2,1,161,150,8850,2850,2,1,6
2,3,9,2,1,50,50,330,0,1,7,1
2,1,5,2,2,120,100,50600,13000,1,3,4
2,3,7,2,1,205,205,1600,0,3,1,3
4,1,2,2,2,150,120,46000,0,3,3,7
4,3,7,2,1,77,70,1500,0,1,1,2
2,1,3,2,2,1000,400,162000,17000,4,3,10
2,2,6,2,2,80,100,9800,0,2,2,1
2,2,6,2,2,200,100,46600,14000,3,2,1
1,1,9,2,1,360,200,46000,0,2,6,4
4,3,7,2,1,50,50,450,0,2,1,2
4,1,7,2,1,525,300,35000,0,3,3,7
6,2,9,2,1,105,70,5600,0,1,2,6
4,1,2,2,1,485,250,42000,10000,4,3,6
4,3,7,2,1,174,120,1950,0,2,5,6
2,1,8,2,2,48,100,27200,0,2,4,8
4,1,6,2,2,300,200,28500,1000,2,3,10
2,2,5,2,1,58,50,5600,4500,3,2,6
4,1,2,2,1,375,250,42500,0,3,6,7
4,3,1,2,2,300,100,12800,8000,3,2,5
4,3,3,2,1,30,50,6600,3400,2,1,6
2,3,7,2,2,50,50,5300,0,2,1,2
2,3,6,2,1,315,200,6300,0,2,2,1
1,1,9,2,1,150,100,42000,0,2,6,7
4,3,7,2,1,100,100,550,0,3,1,2
6,3,5,2,1,80,50,450,0,2,1,6
6,7,7,2,2,70,70,3000,0,1,1,2
4,1,1,2,2,70,200,75800,0,4,3,2
4,3,6,2,2,450,200,4100,12000,4,1,2
4,4,6,2,2,145,100,500,0,2,1,2
6,1,6,2,2,180,150,13500,4000,3,3,10
1,4,8,2,2,100,70,500,0,1,4,1
4,3,7,2,1,50,50,600,0,3,1,2
4,2,8,2,2,450,250,16500,0,4,3,7
2,2,6,2,1,225,150,9500,0,2,7,8
2,3,3,2,1,52,52,500,0,2,1,2
7,3,7,2,1,140,70,3200,0,3,5,6
4,3,7,2,1,63,50,800,0,1,1,2
2,2,6,2,1,24,60,7100,0,2,2,6
2,3,8,2,2,50,50,3200,0,1,1,10
2,2,7,2,1,25,60,3900,0,1,2,1
2,2,8,2,2,50,50,2900,0,3,2,8
11,1,8,2,2,150,150,9999999,40000,4,3,10
2,3,4,2,1,50,50,2900,0,1,1,6
5,1,6,2,2,250,200,20000,7000,2,3,10
2,3,8,3,1,45,40,300,0,1,1,6
2,3,8,2,1,50,50,330,0,2,6,8
1,1,3,1,1,500,500,30000,0,1,5,3
2,3,7,2,2,50,50,1600,0,1,1,2
11,7,9,3,2,250,250,9400,0,4,3,2
11,7,9,1,2,50,50,3000,0,3,2,1
2,2,8,1,2,260,200,26000,0,3,3,2
4,1,6,2,2,61,50,15100,1000,1,3,10
2,3,9,3,1,180,100,2300,0,3,6,7
2,3,8,2,1,230,120,400,2000,4,1,2
4,3,6,2,2,100,100,1300,0,2,1,2
6,1,7,2,2,200,100,17000,6000,2,3,10
2,3,8,2,2,160,70,600,0,3,1,2
2,3,8,2,2,50,50,200,0,3,1,2
1,4,8,2,2,55,55,200,0,1,1,2
2,4,8,2,1,130,100,5200,0,2,2,1
3,1,8,3,2,80,50,24000,0,1,4,8
4,3,7,2,1,209,150,2600,0,2,6,7
4,3,7,2,1,54,50,450,0,3,1,2
2,2,6,2,2,125,80,3800,1500,1,2,8
2,3,5,2,1,30,50,1225,0,3,1,6
2,2,8,2,1,100,100,13200,8000,3,2,7
2,3,7,2,1,200,200,1400,0,3,6,2
6,1,2,2,2,160,100,33200,1000,1,3,10
2,7,5,2,1,50,50,2100,0,1,8,6
2,3,7,2,1,300,250,2400,0,3,1,2
2,2,8,2,2,300,200,10000,0,3,2,10
4,3,7,2,2,100,80,2100,0,2,1,2
4,3,7,2,1,50,50,500,0,4,4,8
2,1,6,2,1,720,350,56000,0,3,4,7
4,3,7,2,1,160,70,1490,0,3,6,7
2,2,7,2,2,300,250,18000,3000,3,3,8
4,3,7,2,1,50,130,520,0,3,3,6
2,3,6,2,2,400,250,7000,2000,4,3,1
2,3,7,2,2,200,150,1600,0,2,1,2
2,3,4,3,1,190,100,5600,0,2,2,7
4,1,3,2,2,400,300,61000,5000,4,3,10
4,1,1,2,2,400,350,51000,17000,4,3,10
4,1,1,2,2,490,180,39800,15000,4,3,2
2,3,8,2,1,0,100,2700,1000,3,1,6
4,3,7,2,1,52,50,250,0,3,1,6
4,3,7,2,1,143,130,1400,0,1,1,4
4,3,6,3,1,80,70,500,0,1,8,4
4,1,4,2,1,670,400,116000,0,4,4,7
2,3,7,2,2,200,200,7000,0,3,2,3
2,2,8,2,2,400,400,14000,0,3,3,8
2,3,7,2,1,400,350,4500,0,3,2,6
4,3,7,2,1,60,50,700,0,1,1,2
4,1,4,1,1,1100,450,93500,0,4,3,6
2,1,2,2,2,500,150,180000,103000,3,3,4
2,3,6,2,1,200,150,7100,0,3,2,3
1,2,8,2,2,230,150,5000,1000,2,2,3
4,1,3,1,2,415,300,53500,20000,3,3,8
2,2,7,2,1,50,50,5100,4000,1,1,2
2,3,8,2,1,170,100,1100,0,3,2,1
4,2,6,1,1,570,350,56000,0,4,3,6
2,3,5,2,2,500,130,11250,0,3,1,2
4,2,6,1,2,172,100,22000,0,4,2,10
2,2,6,2,2,67,50,5100,0,1,2,10
2,2,3,2,2,200,200,7300,7000,3,2,10
2,3,7,2,1,50,50,1100,0,1,1,2
4,2,8,3,1,500,450,15000,5000,3,2,3
2,3,5,2,1,150,100,5200,0,3,1,2
4,7,7,2,1,55,50,700,0,1,4,6
2,7,6,1,2,300,200,3000,0,4,3,8
4,1,7,2,2,650,450,35000,0,4,4,5
6,1,5,2,2,342,200,22500,5000,2,3,10
2,2,3,1,2,325,300,23000,0,4,2,3
3,1,3,2,2,700,300,127000,38000,4,3,10
1,1,8,3,2,200,150,29000,10000,2,3,10
4,2,7,2,2,250,130,33650,2000,3,2,3
4,1,6,2,1,145,100,30500,2000,2,4,6
4,3,6,2,1,82,70,800,0,4,1,4
4,1,7,2,2,450,250,27500,0,4,3,2
2,2,7,1,1,50,50,5600,0,1,6,8
2,4,7,2,1,62,62,0,3000,2,1,2
3,3,7,2,2,300,150,7400,0,3,2,10
4,2,8,1,1,500,500,21000,0,3,3,5
4,1,7,2,2,52,50,16500,0,1,3,2
4,1,6,2,2,200,150,29300,5000,3,3,2
3,2,6,2,2,350,250,13000,5000,3,2,10
2,3,7,2,1,30,50,4100,2000,1,1,2
6,1,5,2,2,300,200,18000,7000,4,3,4
2,3,6,3,2,250,250,9200,0,4,2,3
2,3,5,2,1,50,50,585,485,3,2,1
4,3,7,2,1,50,50,700,0,1,1,4
4,1,7,2,1,65,40,28400,0,1,4,7
4,3,7,2,1,200,150,2000,0,4,2,6
2,4,6,2,2,50,50,2200,0,1,1,8
3,3,7,2,2,250,200,9000,0,3,2,3
4,3,6,3,1,60,60,900,0,1,4,1
4,3,7,2,1,150,70,1200,0,2,6,7
3,3,6,2,1,150,100,4000,0,3,2,6
3,3,7,2,1,50,50,3100,0,2,1,2
11,5,9,2,1,52,52,0,0,1,1,2
2,3,7,2,1,375,250,2500,1000,2,1,2
2,3,6,3,1,150,120,1500,0,2,6,8
2,3,4,2,1,300,180,3300,0,3,1,6
2,3,4,2,1,100,100,8500,5000,3,1,2
2,3,3,3,2,300,150,3000,0,3,2,3
4,3,6,2,1,50,50,350,0,1,8,4
2,2,6,2,2,200,150,11300,2000,4,2,3
2,3,7,2,1,120,80,800,0,1,2,6
4,1,7,1,2,400,300,34000,6000,4,3,10
2,3,5,2,1,25,50,2310,0,2,1,6
2,3,6,3,2,200,180,4200,0,3,2,3
4,3,3,2,1,30,50,4100,0,2,6,10
2,3,7,2,2,300,100,93200,60000,3,3,10
2,3,6,3,1,125,100,400,0,2,6,8
2,3,6,2,1,200,100,2100,5000,3,6,10
4,1,7,2,2,70,70,16100,3000,1,3,2
4,3,7,2,1,50,50,550,0,3,1,2
4,1,2,2,2,400,280,48400,10000,4,3,10
4,1,8,2,2,87,70,6800,0,1,4,3
2,3,7,2,2,50,50,1100,0,2,1,2
2,4,7,2,1,150,150,700,280,1,5,6
8,2,2,2,1,250,120,16500,8000,4,2,10
3,7,7,2,2,332,250,8600,0,4,3,2
4,2,5,2,2,340,300,25000,0,4,3,2
2,1,5,2,2,160,130,58000,13500,1,3,4
4,1,2,2,2,440,300,48000,16000,4,3,10
1,3,8,2,1,55,50,800,0,1,1,2
5,1,6,2,2,325,200,20300,7000,2,3,10
4,1,7,2,2,140,150,19800,6500,1,3,2
2,2,7,2,1,170,130,5000,0,2,6,8
2,3,8,3,1,250,200,9000,0,3,5,8
6,3,5,2,1,300,150,1800,0,3,2,6
4,3,5,2,2,156,100,1700,0,3,1,2
3,3,6,2,1,200,150,9300,0,3,2,10
4,3,7,2,1,120,120,500,0,1,1,2
4,2,8,2,2,150,70,11500,0,2,3,8
6,3,5,2,2,85,50,600,0,4,6,5
11,3,9,2,1,54,54,40,0,1,1,6
2,3,7,3,2,282,250,7000,0,4,3,2
2,3,6,2,1,50,50,450,0,2,1,2
4,1,6,2,2,140,80,15500,10000,2,3,2
4,3,7,2,1,54,50,550,0,3,2,1
2,2,6,2,2,250,200,12000,0,3,3,2
4,2,2,2,1,700,400,31500,10000,4,5,3
2,3,5,2,2,152,100,2500,0,3,1,2
4,1,3,1,1,300,250,53000,0,4,3,2
1,3,9,3,1,57,50,3700,0,1,2,6
4,1,1,2,2,350,250,42000,10000,4,3,10
4,1,6,2,2,500,350,19500,0,4,4,3
4,2,7,2,1,500,400,23500,0,4,2,5
4,3,3,2,1,50,50,3200,2000,3,1,2
6,3,7,3,2,100,100,1000,0,2,1,2
4,1,7,2,1,450,300,33500,10000,4,6,7
2,3,5,3,1,200,160,660,0,3,1,4
4,2,8,3,1,200,200,9000,0,4,2,3
2,2,7,3,1,150,130,4500,0,2,6,8
2,2,5,2,2,60,60,4010,4000,3,2,3
2,2,7,2,2,200,150,11200,6000,3,2,10
2,4,8,3,1,125,100,1000,0,1,1,6
3,2,8,2,2,245,150,14500,0,2,2,3
4,3,7,2,1,50,50,550,0,4,1,2
4,3,6,2,1,90,80,600,0,2,8,4
4,1,4,2,2,382,300,42000,2000,4,3,10
2,3,4,2,2,200,150,1000,0,4,1,2
4,2,4,2,2,450,450,25100,20000,3,2,3
4,1,2,2,1,105,100,43500,0,3,3,6
4,2,1,2,2,350,250,29200,7000,4,2,3
4,3,3,2,1,200,100,8000,0,3,5,6
4,3,1,2,1,200,100,25000,5000,4,2,10
2,3,6,2,1,0,100,1200,0,3,2,7
4,2,8,2,1,180,150,10800,7800,2,6,2
6,3,7,2,2,345,230,7300,0,2,3,2
2,3,6,2,1,100,65,150,500,3,1,2
4,1,1,2,2,325,200,43500,10000,3,3,2
4,3,3,2,1,382,300,19900,0,4,3,2
1,3,7,3,1,300,250,2200,0,3,6,5
2,3,6,2,2,180,150,2300,0,3,2,1
2,4,8,2,2,0,100,3000,0,3,1,2
3,2,9,3,1,55,50,4000,0,1,6,7
4,3,8,2,1,50,60,3100,0,1,1,6
6,1,7,2,1,70,55,26500,0,2,3,6
5,1,7,2,2,0,70,38500,0,1,6,10
2,2,4,2,2,200,100,10200,7000,3,2,10
2,4,4,2,1,120,120,500,0,3,2,1
2,3,4,3,1,250,180,4000,0,3,3,6
1,3,8,2,1,225,120,100,100,2,1,2
2,3,7,3,1,180,150,700,0,2,1,6
4,3,1,2,1,200,150,17600,3000,3,2,5
2,2,8,1,1,90,80,2000,0,3,2,1
2,3,6,3,2,200,150,1200,0,3,8,2
1,1,8,2,2,311,200,15300,0,2,4,3
1,1,8,3,2,375,150,15000,0,1,4,7
1,3,7,2,1,200,80,1000,0,2,6,7
2,3,8,2,2,50,50,2200,0,1,1,10
2,3,8,1,1,80,80,3700,0,1,2,7
7,2,8,2,2,400,200,14000,1000,3,2,10
4,3,3,2,1,282,240,15000,0,4,3,2
4,2,8,1,2,414,300,11500,5000,4,3,2
4,1,7,2,2,320,250,28000,3000,4,3,10
4,2,7,2,2,280,200,25000,0,4,3,10
2,2,2,2,1,370,100,8200,4500,4,2,6
2,5,8,3,1,200,170,500,0,2,6,2
4,2,7,2,1,175,100,24000,0,3,6,5
2,2,6,3,1,200,150,8000,0,3,6,8
4,1,3,2,2,400,300,51500,17000,4,3,5
4,2,3,2,2,520,300,54000,10000,4,2,10
4,3,7,2,1,100,70,1550,0,1,2,1
4,3,7,2,1,50,50,1500,0,4,2,1
2,2,7,2,1,250,150,6200,5000,3,2,3
2,2,3,1,2,282,150,8500,6000,3,2,3
2,2,2,2,2,312,200,11000,4000,4,2,10
2,3,6,2,1,200,100,350,0,3,1,2
4,3,4,2,1,110,110,6000,9999999,3,1,2
2,2,2,2,2,150,80,3150,0,4,2,3
4,1,1,2,2,64,150,42000,17000,4,3,2
4,1,1,2,2,300,150,67000,20000,4,3,10
4,2,8,1,1,314,314,15000,0,4,3,5
1,4,9,3,1,55,50,300,0,2,1,6
2,1,6,2,1,180,130,7800,0,2,3,4
2,2,4,3,1,75,70,4700,0,1,6,8
2,3,7,2,2,0,60,2600,0,3,1,2
2,3,8,2,2,278,150,4300,0,3,6,2
2,2,8,3,1,150,130,9000,0,2,5,6
4,7,6,2,2,85,55,1700,0,2,7,5
2,3,8,2,1,100,100,200,0,3,2,6
2,3,3,1,2,200,150,6400,0,4,3,2
2,4,8,2,1,70,70,200,0,1,1,6
2,3,8,2,1,70,70,5500,0,3,1,2
2,2,8,2,2,200,100,9200,7000,4,2,10
2,3,5,2,1,250,200,2850,0,3,1,2
1,4,7,3,1,47,40,0,0,1,1,6
2,1,5,2,2,150,200,78000,20000,4,3,10
4,1,6,2,2,250,150,21700,5000,4,6,3
4,3,7,2,1,190,120,550,0,3,5,7
4,3,7,2,1,50,50,5600,0,1,1,2
4,2,3,2,1,825,300,44200,30000,4,2,3
4,2,1,1,1,312,200,30000,8000,4,3,10
2,1,8,2,2,400,200,43000,9000,3,3,10
2,3,1,2,2,282,200,8000,0,4,3,2
